gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.717948717948718,0.7174491095857948,0.7175277392510403,0.7154064267069765,[0.75833333 0.775      0.55833333 0.93333333 0.70873786 0.57142857],[0.03436426 0.07044674 0.08075601 0.04982818 0.03338898 0.0703259 ],[0.24166667 0.225      0.44166667 0.06666667 0.29126214 0.42857143],[0.81981982 0.69402985 0.5877193  0.79432624 0.78494624 0.62385321],"{'ANG': 0.1581196581196581, 'DIS': 0.1908831908831909, 'FEA': 0.1623931623931624, 'HAP': 0.20085470085470086, 'NEU': 0.13247863247863248, 'SAD': 0.15527065527065528}"
Male,0.6840764331210191,0.6862473680386949,0.6857884490590527,0.6832816249260233,[0.67910448 0.70149254 0.58955224 0.8358209  0.75652174 0.55223881],[0.04147465 0.08294931 0.07526882 0.03225806 0.08358209 0.06298003],[0.32089552 0.29850746 0.41044776 0.1641791  0.24347826 0.44776119],[0.77118644 0.63513514 0.6171875  0.84210526 0.60839161 0.64347826],"{'ANG': 0.1503184713375796, 'DIS': 0.18853503184713377, 'FEA': 0.16305732484076432, 'HAP': 0.16942675159235668, 'NEU': 0.1821656050955414, 'SAD': 0.1464968152866242}"
