gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.7407407407407407,0.7411384266731439,0.7427183332880077,0.7399255349913245,[0.81666667 0.7        0.64166667 0.9        0.83495146 0.56302521],[0.04639175 0.03436426 0.08591065 0.02061856 0.05843072 0.0651801 ],[0.18333333 0.3        0.35833333 0.1        0.16504854 0.43697479],[0.784      0.80769231 0.60629921 0.9        0.7107438  0.63809524],"{'ANG': 0.17806267806267806, 'DIS': 0.14814814814814814, 'FEA': 0.18091168091168092, 'HAP': 0.17094017094017094, 'NEU': 0.17236467236467237, 'SAD': 0.14957264957264957}"
Male,0.689171974522293,0.6943786876779824,0.6909690677049535,0.6902133863741406,[0.7761194  0.64925373 0.54477612 0.79850746 0.76521739 0.6119403 ],[0.03379416 0.04761905 0.0875576  0.02918587 0.0880597  0.08602151],[0.2238806  0.35074627 0.45522388 0.20149254 0.23478261 0.3880597 ],[0.82539683 0.73728814 0.56153846 0.84920635 0.59863946 0.5942029 ],"{'ANG': 0.16050955414012738, 'DIS': 0.1503184713375796, 'FEA': 0.16560509554140126, 'HAP': 0.16050955414012738, 'NEU': 0.18726114649681527, 'SAD': 0.17579617834394903}"
