gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.6766381766381766,0.6761533202677414,0.6775375522377236,0.6745882698764682,[0.78333333 0.65833333 0.45833333 0.83333333 0.7184466  0.61344538],[0.03608247 0.04810997 0.07731959 0.04639175 0.08013356 0.09948542],[0.21666667 0.34166667 0.54166667 0.16666667 0.2815534  0.38655462],[0.8173913  0.73831776 0.55       0.78740157 0.60655738 0.55725191],"{'ANG': 0.16381766381766383, 'DIS': 0.15242165242165243, 'FEA': 0.14245014245014245, 'HAP': 0.18091168091168092, 'NEU': 0.1737891737891738, 'SAD': 0.1866096866096866}"
Male,0.6331210191082802,0.6312214809450678,0.6325438027255029,0.630875985265497,[0.7761194  0.59701493 0.46268657 0.81343284 0.60869565 0.53731343],[0.04915515 0.05837174 0.10599078 0.04761905 0.09253731 0.08602151],[0.2238806  0.40298507 0.53731343 0.18656716 0.39130435 0.46268657],[0.76470588 0.6779661  0.47328244 0.77857143 0.53030303 0.5625    ],"{'ANG': 0.1732484076433121, 'DIS': 0.1503184713375796, 'FEA': 0.16687898089171974, 'HAP': 0.17834394904458598, 'NEU': 0.1681528662420382, 'SAD': 0.16305732484076432}"
