gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.6353276353276354,0.6372251476564242,0.6329234768340993,0.6334001496599302,[0.64166667 0.78333333 0.48333333 0.88333333 0.54368932 0.46218487],[0.09450172 0.05498282 0.08762887 0.02749141 0.04674457 0.12692967],[0.35833333 0.21666667 0.51666667 0.11666667 0.45631068 0.53781513],[0.58333333 0.74603175 0.53211009 0.86885246 0.66666667 0.42635659],"{'ANG': 0.18803418803418803, 'DIS': 0.1794871794871795, 'FEA': 0.15527065527065528, 'HAP': 0.1737891737891738, 'NEU': 0.11965811965811966, 'SAD': 0.18376068376068377}"
Male,0.5617834394904458,0.572709282857151,0.5579601990049751,0.560631443245588,[0.52238806 0.69402985 0.43283582 0.73134328 0.4        0.56716418],[0.0875576  0.06758833 0.0921659  0.04147465 0.05970149 0.1781874 ],[0.47761194 0.30597015 0.56716418 0.26865672 0.6        0.43283582],[0.5511811  0.67883212 0.49152542 0.784      0.53488372 0.39583333],"{'ANG': 0.16178343949044585, 'DIS': 0.17452229299363056, 'FEA': 0.1503184713375796, 'HAP': 0.1592356687898089, 'NEU': 0.10955414012738854, 'SAD': 0.2445859872611465}"
