gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.7706552706552706,0.7706262328037711,0.7731478837489688,0.7689517513507909,[0.825      0.70833333 0.66666667 0.90833333 0.88349515 0.64705882],[0.04123711 0.03264605 0.06357388 0.02749141 0.06343907 0.04631218],[0.175      0.29166667 0.33333333 0.09166667 0.11650485 0.35294118],[0.80487805 0.81730769 0.68376068 0.872      0.70542636 0.74038462],"{'ANG': 0.1752136752136752, 'DIS': 0.14814814814814814, 'FEA': 0.16666666666666666, 'HAP': 0.17806267806267806, 'NEU': 0.18376068376068377, 'SAD': 0.14814814814814814}"
Male,0.6853503184713375,0.6866845650572282,0.6874432186891629,0.6839542993048706,[0.73880597 0.68656716 0.58208955 0.81343284 0.77391304 0.52985075],[0.05069124 0.04761905 0.06912442 0.03840246 0.09701493 0.07373272],[0.26119403 0.31343284 0.41791045 0.18656716 0.22608696 0.47014925],[0.75       0.74796748 0.63414634 0.81343284 0.57792208 0.59663866],"{'ANG': 0.1681528662420382, 'DIS': 0.15668789808917197, 'FEA': 0.15668789808917197, 'HAP': 0.17070063694267515, 'NEU': 0.1961783439490446, 'SAD': 0.15159235668789808}"
