gender,accuracy,precision,recall,f1,tpr,fpr_value,fnr_value,precision_value,demographic_parity
Female,0.6239316239316239,0.6171672289494893,0.6226359313952118,0.6163392132348929,[0.525      0.725      0.6        0.90833333 0.58252427 0.39495798],[0.05498282 0.07731959 0.10996564 0.0532646  0.07011686 0.08576329],[0.475      0.275      0.4        0.09166667 0.41747573 0.60504202],[0.66315789 0.65909091 0.52941176 0.77857143 0.58823529 0.48453608],"{'ANG': 0.13532763532763534, 'DIS': 0.18803418803418803, 'FEA': 0.19373219373219372, 'HAP': 0.19943019943019943, 'NEU': 0.1452991452991453, 'SAD': 0.13817663817663817}"
Male,0.5834394904458599,0.5917669940984145,0.581570408825438,0.5794284859576309,[0.41791045 0.73134328 0.57462687 0.76119403 0.50434783 0.5       ],[0.03993856 0.08448541 0.13517665 0.06298003 0.06567164 0.11213518],[0.58208955 0.26865672 0.42537313 0.23880597 0.49565217 0.5       ],[0.68292683 0.64052288 0.46666667 0.71328671 0.56862745 0.47857143],"{'ANG': 0.10445859872611465, 'DIS': 0.19490445859872613, 'FEA': 0.21019108280254778, 'HAP': 0.1821656050955414, 'NEU': 0.12993630573248408, 'SAD': 0.17834394904458598}"
